Tweet,Username,AverageAnnotation
i... i should of paid attention.. &gt; she began to sob more.. she's in great pain because of this mistake &lt; i bet he's moving on already..,aromaticBayonet,-1.5
 looks like it'll be the u of virginia!,Arlene_HR,1.6
 if you're lucky. eh -- wink wink nudge nudge,gmcalpin,0.6
i am a weak and temporary creature. made out of mud and dreams.,A90s_,-1.2
lol at katie convincing me to get ice cream,surmerntha,0.6
most happiest place on earth <happy> #myhomeawayfromhome #obx,cassandrahanif3,2.5
 i really hope i get this. im praying lool,_asxp83,1.4
if only ppl read the convos w me and cass hahah #lezbos,victoria_alvaa,0.5
my main problem with the green party is the fact that if you drive a car they fucking hate you,LiamShikari,-1.0
feel like i've become a retweet but all in a good cause,e4c5,1.0
 just wondering xd but do you believe in conspiracies just to argue and make people think?,xchrisxchaosx,0.2
just sittin over here like is it friday yet?'',CatieKing21,-0.6
wow in meetings for a few hours and just now seeing skins news #httr #redskinstalk,ChadWst,0.2
. &amp; doing the colorado v arizona game. it's like a broadcasting dream team ! awesome,jvanryn2424,1.2
just be real y'all. i can't stress that enough.,_KayleeTho,-1.6
 lool i can't tweet rubbish about my team. we have lost yess. soo let me support my best player and the worlds best. #cr7,AlbashG77,0.8
it feels like i'm sorta drowning. like there's fluid in my lungs and every time i cough i just wake up gracelynn ugh,CarverKrista,-1.2
i am going to have a long. long nap and it's going to be just amazing,tatsieff,2.25
mom and dad (beth and carl) are both gone this weekend! i feel like aaron carter right now #aaronsparty #cierasparty,cieramackel,1.6
 hi connie. you said not over twitter. i was wondering why you don't want to discuss africans fixing africa. seems fine to me?,supergoodlus,0.0
j love for me is renewed rekindald stronger deeper higher ever before growing so very strong j ...,request_prayers,1.6666666666666667
black friday prices are out!! go to this link to see all the great deals running through till monday evening....,SweatCardio,1.0
 no i don't think so. just a supporter,Effiedeans,-0.4
yo all you pioneer mfs better be at this cheer comp. some of these other student sections are pretty big.,toraye_,0.0
oh well not like any of you care,royaljesy,-1.6
there are no quick fixes for the problems in baltimore. but its people give me hope | farai chideya,wimpysoftheart,0.6
 good luck. sad to hear you are not at your best. obviously have good people looking after you making sure you get best treatment.,BoagMaureen,1.2
oh ok phew i was gonna go all cubes jealous there,rouukun,-0.8
everyday i'm working on becoming a better me...#everyday,Syrania,1.4
a long habit of not thinking a thing wrong gives it a superficial appearance of being right.,4charityvision,0.8
dont even get me started on louis. he's achieved so much at a young age and he does so many things to help everyone and be nice.,TOUCHDOWNIALL,1.0
 i hope so. you know where i am if you need me. <kiss>,X_Not_Perfect_X,0.5
 have you gotten to the hours and hours of paint smell yet? because that's also really fun.,BeckyRParks,1.5
 thanks that's why i found out his name,shanamaina,0.6
 alisha ....wayne aint smash drake on truffle butter ? lol,grind2times,-0.2
but i can't get you off my brain #fifthharmony #theyretheone ,reblogally,0.6
 or. in other words... would your preference be for the city to consult on environmental issues with a pro oil sands org? #ha,tukatweet,0.8
#patriots to the day i die . win or lose . i been a fan for 13 years .,prettylaurynn,1.25
 the short one? or the weird creepy one?,TehhKota,-0.8
 how do you plan to safely dispose of your compact florescent bulbs? what is the safest way? (we have lots too).,BillBelsey,0.8
 they'll still be bad. xd yeah. wizarding world is amazing. as is transformers. despicable me. springfield.,YellowCranePr,0.8
 i think moments take better pictures. capture better vignettes.,Satori_Paris,1.6
 you're just mad because you're wrong,saltandburnitt,-0.8
course if that's not it. there's going to be a few embarrassed cow-horse adulterers this morning. 'i knew it! he doesn't even look like me!',georgekemp,-0.2
 from that we got year one and tdkr. both of which are daredevil stories through and through,Kal_L_Superman,0.0
my bun is a good 4 inches taller than my head right now.,Tinijensen,0.2
: 21 &amp; 25+ cus i heard men's brains aren't fully developed till that age lol,grind2times,-0.25
you're a little fucking slut.,Tori_Mace,-1.6
putin threatens with war against europe,ElzbietaVine,-0.5
all this loving goes in vain,angelnieto101,-1.6
and perfect af . . . ily,zouisfitch,1.2
 cramming 5 days of work into 4 will do that <tease>. it was certainly a busy one! if you have a second wind. come join!,alixcote,0.5
never underestimate the power of a kind word or deed.,hherreran1,1.75
2015 can be a wonderfully fantastic year for you. but you may have to do what you've never done and go where you've never gone to get there,WINIMINISTRIES,1.8
 yes name too long sorry ha,brydesantis,-1.0
it's mad how instagram doesn't take down these kind of images,TEAMKRUZE,-1.0
 lmao god dayum finally! btw gma is making ceviche friday so look forward to it and shoot thru 1x,verenis_,1.25
#bestfandomca2015 because we are still in love with them,xlarry_rainbowx,1.4
words cannot express my excitement #abvote,Brit_Mathews,2.4
what comes easy won't last and what lasts won't come easy,Ch3ryB3ary,-0.6
anyone ever just write down what they want to say. read it 3-5 times. then throw it away and feel better?,Tbass_71,1.6
 its because you picked a powerpuff girl (ok its not but i'm happy for you <love>),runyonhanlon,1.4
so funny when people push me out of their lives. your lossssss!,VarnerKaleigh,-0.5
 it was the sweetest thing. and they both had those big smiles &amp; my heart was happy,afooltocry,2.0
how to survive a horror movie 2 | mattg feat jay,yourghostlyfox,0.2
all is violent. all is bright,Cobblywobbly,-1.5
at least 10 degrees warmer than denver here in the upper elevations this morning. expecting snow today; up to 3 ~another 2 poss tonight.,tomfricke,0.75
fucking hate having sleep paralysis,ChrisRafc1995,-1.0
i get so confused when people complain about sports that get over at like 8.... half the time cheerleaders don't even finish until 10 lmao,sydneydavisss,-0.2
nb is trynna fight where is king louis,TOUCHDOWNIALL,-0.75
i wish i didn't watch that video. it traumatized me.,Clem_Walker,-1.0
waiting on bray to save his brother like...,SupportingBryan,0.0
i'm such a boring child,twurkdallas_,-0.8
 im just saying you wouldnt expect that from them so im a lil pissed off... anyways next,realistiches,-1.2
what would life be without #mexicanfood? #fatescruelerthandeath,JoseOleCentral,-0.8
 // there's a cutoff where it's no longer loli and its just..uh...pedo crap. right?,Bonnibel_Peebs,1.0
just seen a picture of noni and i literally want to cry ...,dandreal_,-1.6
home made simple's patrick brown shares what makes a happy home,ArlenePellicane,1.5
 very of luck for your 100 miler today. go forth &amp; smash it.,theMonkeySmokes,2.0
from making games at tojam may be for fun. but it can also be profitable,financialpost,1.0
hop over to my blog and enter to win the book never be the same new year still...new you!,ArlenePellicane,1.5
this protest the hero station on pandora is perfect for feeling pumped while washing dishes,Cobblywobbly,0.25
 lol n few others..,Sharanyashettyy,0.0
as if i wasnt having a bad enough day. i burnt my mouth on some chicken and now i have one of /those/ things on my tongue <sad>,chelsreynolds1,-1.8
 just told me that oreida is a portmanteau for oregon and idaho. mind blown.,BeckyRParks,0.8
 hi. matt at the ipswich star. working on the steamboat gig cancellation story - do you have two mins for quick chat? thanks. matt,mattjstott,1.0
 wow i guess the nc state educations really is paying off so far,CGommo,0.8
bakit may echo talaga yung kanta hahahaha,maaaaamro,0.6
 happy new kids on the block day! can you please play summertime?,DeanneCP,1.4
 suck my dick,ZeeAsianBarbie,-1.0
tired of people telling me i have good luck. there's a difference between being lucky and being blessed. get what you pray for.,Awes_ma,1.8
nice quarter kobe #lakers,ChadWst,1.2
 of course talk again whenever! until then. lol! <happy>,YoItsLilBlue,1.0
today stats: one new follower via,eksotinkerbell,0.8
delete your social media for 3 weeks. see how many of your friends hit you up. you'll be surprised,_cha0sxo,1.0
 still got none lol,abbiexmcmaster,-0.4
 hahahaha 5 bucks!? nigga i'm worth at least $50 and that's in a recession!,Please_No_Pics,1.0
vous faites chier ma tl avec cette histoire de followers gratuit ptn!!!,Alicia_Dkg,0.0
just because you forgive someone doesn't always mean you're inviting them back into your life. forgiveness makes letting go easier.,landpsychology,1.5
were tix purchased or free?,bonchette,0.8
a true relationship is when you can tell each other anything and everything. no secrets and no lies.,relaaationship,1.75
 also. arguing over facebook is just... .puts all people on mute until november 2016.,cantidiamore,-0.8
congrats charlotte on a great event. #lcsm,BrendonStilesMD,1.5
happy hump day. and a fab #woofwoofwednesday to <laugh>,ironmaids,1.0
i hate critical people and have deleted them all. so now my facebook is all happy nice people. which can be so irritating!! i think it's me.,ccart31,-0.6
 ofcorse he is. he's a white cop in america that killed an black teen,_takeachantz,-1.2
 you still planning a trip in tomorrow? i called emerald &amp; they don't have keys yet but we were hoping to grab one in the am,tukatweet,0.8
the stakes were high. lives were on the line. but no matter how hard i tried. won the day. #snakesandladders,soaklord,1.25
got an appointment with the dentist tomorrow. as much as i hate going i want this shit sorted jfc.,quartermaaster,-0.5
for a movie about animates animals. the lion king really speaks to me on an emotional level,AlisonGrasmeyer,0.6
people are more likely to cry at night because the lack of sleep makes emotions hard to control.,landpsychology,-1.5
some people can't hang. #tragic,ZeeAsianBarbie,-0.8
 also this is the entire nekoma team aka the cats. look at my cute children.,thrdplanet,1.75
remember love. you are a light vessel.,Galafani1,1.0
#fact: when you're in love you remember 30% of your dreams.,4h2oCharity4h2o,1.2
#throwbackthursday featuring the limited-edition cinnamon buns 3-in-one gel for our sweet 16 in 2011! #tbt #philobday,lovephilosophy,1.2
yayyy!! so proud of myself!! my professor wants to use the website that i created for an example for her classes next year #yayforgoodgrades,ZeeAsianBarbie,1.4
i am pretty sure everyone is waiting for yoongi to sing,sugasweg,2.0
. so rocks... paying dartford crossing charge on my phone on m25 was super easy (nb: i'm not driver/at wheel),eileentso,1.0
i cannot wait for my life in a months time. everything will be so less stressful,abbiexmcmaster,1.25
 they're pretty good. you should check them out.,YourPainAintLuv,1.6
today's gonna be fun,xntisxcial,1.6
#sagittarius have the lowest bs tolerance.,1_Sagittariuss,0.0
i am loving the fact that as i get older my relationship with my parents is going from good to great.,_kialynn,1.8
 i love your bag!!,rjfr_,2.0
happy it is friday. ready for a productive day at work! #selfie,Emma0839,1.8
 why so serious??,saltandburnitt,0.0
what i discovered to be the #1 game changer in my life &amp; business this year,HillaryRubin,2.4
when was the last time you saw a ku team lose 9 games in a season? #wellbeback,They_call_me_po,0.25
 it was both beautiful and traumatizing xd,TheAnglophiler,0.0
 #nhsdebate maybe the daily mail would get better if they reverted to using hot metal typesetting too...,benwuk,0.4
nearly everyone you meet has something fascinating to share. d... more for scorpio,shanamaina,0.75
he thinks i prank called him like wtf i don't even like you,rivera_thoee,-1.4
cut the sugar out of our child's life. in 1800 the average child consumed 2 pounds of sugar a year. today it's 87 pounds!,_DearParents_,-0.5
i may fall asleep.. this could be awkward being driver today lmaoo,taylorgracex,0.25
