Tweet,labels_for_settingB
i hate when i'm eating cereal and the last 3-5 pieces are like.. catch me if you can bitch,0
this twitter is pro jiaying and anti ward. and if any of that makes you uncomfortable (lmfao) please go away.,0
this best-mum-ever just bought two giant tubs of ice cream. #staycation #ldnont,1
 in a constant state of anxiety we tend to home in. however unconsciously on bad news accept all news is beyond our control.,0
opi chocolate moose. after looking through all the nudes and browns i think this is the best. think,1
enjoy a special treat 10:30a core and 11:30a hot yoga today w/ molly baird. yvonne davis will be back for her...,1
fandom rn: i feel like too kill someone,0
pettiest poem ever. i love it.,1
the breakfast club is just such a good movie,1
#waves! wow!!! saw the waves in #oside today! no need 4a #coffee after feeling their energy. who am i kidding #blackrock here i come!,1
 wonderful. touching. heartbreaking article. thank you!,1
 hmmm interesting. i'll have to check it out,1
there are over a million people in the world but when you call on god he is able to know your voice &amp; answer. what a great god he is. bless,1
 just because you're a bitter piece of trash. it's just disgusting.,0
nothing will ever match the thrill that live theatre brings me.,1
 &amp; camille were very engaged in our team activity today. caption this. anyone?,1
 i want it lol #beatuk,1
#appreciate you for who you are. <tease>,1
 how much money should they take? how about all of it... and throw them in jail. that article was scary.,0
i swear. people on the internet need to grow a pair and stop being so fucking sensitive to everything.,0
 this is so nice <skeptical>,1
hi tobes and nancy... good to see you on bcsm <happy> #bcsm,1
woop woop it's friday!!! yay,1
congrats to my dad on being msc coach of the year! #prouddaughter,1
my family have worked for the nhs for years and ive seen how fucking incredible they can be. that all changed when funding was cut -,0
all this loving goes in vain,0
 hopefully monday or tuesday now my friend.,1
her name is persephone. and she's the sweetest. she finally got my old cat. choco. to play.,1
 as long as you allow both parties to run ads.. fair playing ground.. nothing wrong oo!!,1
 lots of good stuff at,1
love is so beautiful.,1
magnificent finale. and well deserved stuart bingham! 20 years and he's in his first crucible final. bravo to both warriors! #ilovesnooker,1
wilson looking like shit. let's see how he does coming from behind,0
way to get my attention. . i love the #pinkbox program. thank you so much for this yummy book by...,1
i really hope david swann gets a cabinet position under an #abndp government. he'd made a great health minister. #abvote,1
 aw. dude. that sucks! <sad> why is it only temporary?,0
i have a feeling that despite other people probably having a lukewarm reception to bbb. i'll end up adoring it.,1
 hahahaha 5 bucks!? nigga i'm worth at least $50 and that's in a recession!,1
billie is the dopest fucker on this planet,0
detroit just won though. so i'm not as sad anymore,1
#spiritsaturday grant me the grace to experience life without judgment. ~sonia choquette #quotes #inspire #mantras,1
regardless of how many of you hate the obama's many more americans respect them. that's why he's a 2 term president &amp;your vote didn't matter,1
scentric's big one! click for a chance to win !!,1
 solid! go for gold! lol,1
and that ugly bitch has the audacity to say arabs are disgusting lol people make me laugh look in a mirror before you say stupid stuff <sad>,0
doesn't even feel like my birthday is tomorrow,0
nice nice very nive,1
 and there is a birthday party we'll be attending at 2. if you want to tag along. you may!,1
this song is so good though it's really goo d i'm glad,1
way to win our first game whoohooooo,1
ahhhh. get to go home to no tv in my room day two. sucks ass.,0
 i can be a hood bitch,0
 still regretting the haircut. ; ~ ;,0
y'all i am only $290 away from my goal. oh my stars. so incredibly thankful for everyone's generosity.,1
happiness is when what you think. what you say and what you do are in harmony. ~ gandhi,1
 come thru bitch,0
 i thought you might enjoy this series of perfectly timed photos.,1
it's so windy out that we're gonna get our house stuck in tornadoes and end up in hell (kansas),0
 bro. how can they be mad at this!? this is awesome. i'm just glad another team can carry the torch &amp; keep ny relevant.,1
tell us ? the peeps want to know!! what are you most excited about this years palooza?? #gcpalooza2014,1
 that'd be fun if you're cool with coming to san antonio... (i don't have a car anymore),1
: #sagittarius will always find a way to be happy.,1
i am obsessed with those beanie baby bears. from the 1990's/early 2000's. i feel like a sad old woman,0
these late nights. early mornings ain't wassup. i be exhausted.,0
 thanks <happy> will publish it later today!,1
it's cooool lol,1
yeah so the spurs just lost. not what i as looking forward to.,0
texting is fine. calling is okay.,1
parsons to the mavs. this season will be fun,1
why do we gain weight so quickly but lose it s slowly!?!?! #scale #wakeupcall,0
 thanks for the ! much appreciated. have a great day! <happy>,1
 fuck some negative nancy's,0
 a bought a pair at winners forever ago and they got stolen <sad>,0
i'm feeling optimistic for the first time in awhile.,1
a great relationship isn't perfect ppl coming together. it's about two ppl learning to accept the imperfections,1
i am not adorable! #deadbot,0
i give up. i can't do this to myself anymore. it'll just hurt me even more...,0
let your hopes. not your hurts. shape your future.,1
awesome dinner with this evening! i think my burgers turned out pretty rad,1
 i was about to say. still that's young lol. when is her birthday? i'm trying to find out about her.,1
 what? fries or guys? or the shirt? *she laughs*,1
fuck ! i'm gonna be so late for school!,0
i love her!,1
 that guy i. the lower left hand corner looks hot! he's gotta be pure awesome.,1
happy birthday i hope it's great!,1
i love you huang zitao. no matter what #sbspopasiaexo,1
doing slint. on 'good morning. captain',1
gold canyon has done so much for my life .. i would love to share what it can do for you,1
part i - see the rest on my feed. #hellolovelyliving #pinterest #quotes hellolovelyliving,1
an elegant summer treat. these dreamy no bake blackberry bars are??infused with fresh berry sweetnes,1
it's ok. i can remake them if i need to. they won't take more than a few hours. i know what i'm doing. it's ok.,1
 thanks u remember,1
wont trust a hoe,0
my twitter is being annoying dang it <sad>,0
...even so. i managed to figure out how to fix something fairly simple in php. small victories.,1
 it'd explain why they're both so blinded by their hatred. i guess <skeptical>,0
life is about surrounding yourself with like-minded people who are in contribution!!! heading out soon to be part...,1
my main problem with the green party is the fact that if you drive a car they fucking hate you,0
a true critic ought to dwell rather upon excellencies than imperfections. - joseph addison #quotes,1
